Unique_ID,Txn_No,Type,From,To,Amount,Txn,Punk
8047,1,Bid ,0x6611fe,,61,"Jul 05, 2017",762
8048,2,Bid ,0x717403,,61,"Jul 05, 2017",762
8049,3,Bid ,0x6611fe,,66,"Jul 06, 2017",762
8050,4,Bid ,0x717403,,66,"Jul 06, 2017",762
8051,5,Bid ,0xddfdcb,,"105,036","Mar 17, 2021",762
8052,6,Offered,,,"128,030","Mar 18, 2021",762
8053,7,Bid Withdrawn,0xddfdcb,,"104,016","Mar 18, 2021",762
8054,8,Sold ,0xc352b5,0x70f191,"154,729","Apr 13, 2021",762
8055,0,Claimed,,0xc352b5,,"Jun 23, 2017",763
8056,0,Claimed,,0xc352b5,,"Jun 23, 2017",764
8057,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",764
8058,0,Claimed,,0xc352b5,,"Jun 23, 2017",765
8059,1,Bid ,Pranksy,,105,"Jan 01, 2020",765
8060,2,Bid Withdrawn,Pranksy,,104,"Jan 02, 2020",765
8061,3,Offered,,,"61,148","Feb 19, 2021",765
8062,4,Sold ,0xc352b5,imnotfuc…,"64,183","Feb 20, 2021",765
8063,5,Offered,,,"174,504","Mar 16, 2021",765
8064,6,Offer Withdrawn,,,,"Mar 21, 2021",765
8065,7,Transfer,imnotfuc…,0xbb3722,,"Nov 21, 2021",765
8066,0,Claimed,,0xc352b5,,"Jun 23, 2017",766
8067,0,Claimed,,0xc352b5,,"Jun 23, 2017",767
8068,0,Claimed,,0xc352b5,,"Jun 23, 2017",768
8069,1,Transfer,0xc352b5,alien635…,,"Jun 09, 2021",768
8070,2,Bid ,0xf390b1,,88,"Aug 09, 2021",768
8071,0,Claimed,,0xc352b5,,"Jun 23, 2017",769
8072,1,Transfer,0xc352b5,0xfeeb2d,,"Apr 21, 2021",769
8073,2,Offered,,,"91,679","Apr 21, 2021",769
8074,3,Sold ,0xfeeb2d,0x1678b5,"88,508","Jul 26, 2021",769
8075,4,Offered,,,"246,630","Jul 30, 2021",769
8076,5,Offered,,,"170,965","Aug 17, 2021",769
8077,6,Sold ,0x1678b5,0x3d8680,"172,520","Aug 17, 2021",769
8078,7,Offered,,,"258,200","Aug 18, 2021",769
8079,8,Offered,,,"247,706","Aug 20, 2021",769
8080,9,Offered,,,"271,115","Aug 22, 2021",769
8081,10,Offered,,,"351,607","Aug 23, 2021",769
8082,11,Sold ,0x3d8680,0x349e01,"347,187","Aug 23, 2021",769
8083,12,Offered,,,"385,214","Aug 24, 2021",769
8084,13,Sold ,0x349e01,spritzlo…,"390,150","Aug 28, 2021",769
8085,14,Offered,,,"574,723","Aug 28, 2021",769
8086,15,Offered,,,"628,779","Aug 28, 2021",769
8087,16,Offered,,,"687,698","Aug 29, 2021",769
8088,17,Offered,,,"510,938","Sep 01, 2021",769
8089,18,Offered,,,"511,800","Sep 02, 2021",769
8090,19,Offered,,,"517,014","Sep 03, 2021",769
8091,20,Sold ,spritzlo…,0xd81cd9,"516,134","Sep 03, 2021",769
8092,0,Claimed,,0xc352b5,,"Jun 23, 2017",770
8093,1,Transfer,0xc352b5,0xb260ee,,"Jul 16, 2019",770
8094,2,Bid ,0xc7c6b9,,<0.01,"Dec 16, 2020",770
8095,3,Bid ,0xef8d44,,"1,540","Mar 01, 2021",770
8096,4,Bid Withdrawn,0xef8d44,,"1,558","Mar 04, 2021",770
8097,0,Claimed,,0xc352b5,,"Jun 23, 2017",771
8098,0,Claimed,,0xc352b5,,"Jun 23, 2017",772
8099,1,Bid ,Snowfro,,100,"Mar 30, 2019",772
8100,2,Bid Withdrawn,Snowfro,,99,"Apr 01, 2019",772
8101,3,Bid ,Pranksy,,105,"Jan 01, 2020",772
8102,4,Bid Withdrawn,Pranksy,,104,"Jan 02, 2020",772
8103,5,Bid ,pelvis.e…,,"29,116","Feb 15, 2021",772
8104,6,Bid ,pelvis.e…,,"30,481","Feb 16, 2021",772
8105,7,Bid Withdrawn,pelvis.e…,,"30,047","Feb 17, 2021",772
8106,8,Bid ,pelvis.e…,,"36,233","Feb 17, 2021",772
8107,9,Offered,,pelvis.e…,"42,653","Feb 17, 2021",772
8108,10,Bid Withdrawn,pelvis.e…,,"36,433","Feb 17, 2021",772
8109,11,Sold ,0xc352b5,pelvis.e…,"42,653","Feb 17, 2021",772
8110,12,Bid ,0xeb725f,,"71,327","Feb 22, 2021",772
8111,13,Bid Withdrawn,0xeb725f,,"71,041","Feb 22, 2021",772
8112,14,Transfer,pelvis.e…,pelvis.e…,,"Mar 18, 2021",772
8113,15,Offered,,,2.17M,"Apr 10, 2021",772
8114,0,Claimed,,0xc352b5,,"Jun 23, 2017",773
8115,1,Bid ,0x717403,,13,"Jun 26, 2017",773
8116,2,Transfer,0xc352b5,Pranksy,,"Feb 18, 2021",773
8117,3,Offered,,,"57,015","Feb 18, 2021",773
8118,4,Sold ,Pranksy,mkafka.e…,"46,544","Feb 23, 2021",773
8119,5,Offered,,,"173,728","Mar 10, 2021",773
8120,6,Offered,,,"122,594","Mar 15, 2021",773
8121,7,Offered,,,"101,788","Mar 20, 2021",773
8122,8,Offered,,,"88,738","Apr 02, 2021",773
8123,9,Offered,,,"83,571","Apr 05, 2021",773
8124,10,Offer Withdrawn,,,,"Apr 13, 2021",773
8125,11,Offered,,,"128,527","Apr 27, 2021",773
8126,12,Offered,,,"123,069","Jun 04, 2021",773
8127,13,Offered,,,"76,962","Jun 21, 2021",773
8128,14,Offered,,,"74,065","Jun 30, 2021",773
8129,15,Offered,,,"71,518","Jul 06, 2021",773
8130,16,Offered,,,"63,952","Jul 09, 2021",773
8131,17,Offered,,,"86,358","Jul 31, 2021",773
8132,18,Sold ,mkafka.e…,0x73ac93,"86,060","Jul 31, 2021",773
8133,19,Offered,,,"196,710","Jul 31, 2021",773
8134,20,Offered,,,"107,491","Aug 01, 2021",773
8135,21,Offered,,,"96,395","Aug 01, 2021",773
8136,22,Sold ,0x73ac93,0xca37d8,"96,395","Aug 01, 2021",773
8137,23,Offered,,,"176,955","Aug 01, 2021",773
8138,24,Offered,,,"131,375","Aug 01, 2021",773
8139,25,Offered,,,"161,237","Aug 04, 2021",773
8140,26,Offered,,,"224,210","Aug 05, 2021",773
8141,27,Offered,,,"199,878","Aug 06, 2021",773
8142,28,Offered,,,"190,888","Aug 06, 2021",773
8143,29,Offered,,,"181,894","Aug 06, 2021",773
8144,30,Offered,,,"178,082","Aug 07, 2021",773
8145,31,Offered,,,"181,016","Aug 07, 2021",773
8146,32,Offered,,,"167,991","Aug 08, 2021",773
8147,33,Offered,,,"157,278","Aug 08, 2021",773
8148,34,Sold ,0xca37d8,0x9f586e,"156,488","Aug 08, 2021",773
8149,35,Offered,,,"202,690","Aug 08, 2021",773
8150,36,Sold ,0x9f586e,0x940fec,"215,958","Aug 11, 2021",773
8151,0,Claimed,,0xc352b5,,"Jun 23, 2017",774
8152,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",774
8153,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",774
8154,3,Transfer,0x2cbee4,kodama.e…,,"Mar 07, 2021",774
8155,4,Offered,,,"46,692","Jun 24, 2021",774
8156,5,Offer Withdrawn,,,,"Jul 11, 2021",774
8157,6,Offered,,,"200,101","Aug 02, 2021",774
8158,7,Bid ,randomda…,,"179,179","Aug 04, 2021",774
8159,8,Bid Withdrawn,randomda…,,"185,035","Aug 06, 2021",774
8160,9,Sold ,kodama.e…,randomda…,"212,652","Aug 06, 2021",774
8161,10,Offered,,,"306,550","Aug 06, 2021",774
8162,11,Offer Withdrawn,,,,"Aug 27, 2021",774
8163,12,Offered,,,"265,611","Aug 27, 2021",774
8164,13,Sold ,randomda…,0xf605c6,"265,611","Aug 27, 2021",774
8165,0,Claimed,,0xc352b5,,"Jun 23, 2017",775
8166,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",775
8167,0,Claimed,,0xc352b5,,"Jun 23, 2017",776
8168,0,Claimed,,0xc352b5,,"Jun 23, 2017",777
8169,1,Bid ,jmg,,193,"Jan 01, 2020",777
8170,2,Sold ,0xc352b5,jmg,198,"Jan 01, 2020",777
8171,3,Offered,,,626,"Jan 01, 2020",777
8172,4,Offered,,,489,"Jan 02, 2020",777
8173,5,Offered,,,367,"Jan 02, 2020",777
8174,6,Offered,,,472,"Jan 04, 2020",777
8175,7,Offered,,,502,"Jan 08, 2020",777
8176,8,Offer Withdrawn,,,,"Jan 10, 2020",777
8177,9,Offered,,,547,"Jan 13, 2020",777
8178,10,Offer Withdrawn,,,,"Jan 17, 2020",777
8179,11,Offered,,,827,"Jan 17, 2020",777
8180,12,Offer Withdrawn,,,,"Jan 18, 2020",777
8181,13,Offered,,,856,"Jan 25, 2020",777
8182,14,Offered,,,"1,048","Feb 12, 2020",777
8183,15,Offered,,,527,"Mar 21, 2020",777
8184,16,Offer Withdrawn,,,,"Apr 26, 2020",777
8185,17,Offered,,,"5,141","May 27, 2020",777
8186,18,Offered,,,"2,681","Sep 06, 2020",777
8187,19,Offered,,,"5,119","Sep 12, 2020",777
8188,20,Offer Withdrawn,,,,"Sep 15, 2020",777
8189,21,Offered,,,"8,301","Sep 24, 2020",777
8190,22,Offered,,,"10,563","Oct 01, 2020",777
8191,23,Offered,,,"9,500","Oct 05, 2020",777
8192,24,Offered,,,"7,015","Oct 08, 2020",777
8193,25,Offer Withdrawn,,,,"Oct 18, 2020",777
8194,26,Offered,,,"12,365","Dec 23, 2020",777
8195,27,Offered,,,"13,603","Dec 29, 2020",777
8196,28,Sold ,jmg,TokenAng…,"13,746","Dec 30, 2020",777
8197,0,Claimed,,0xc352b5,,"Jun 23, 2017",778
8198,1,Bid ,Pranksy,,420,"May 20, 2020",778
8199,2,Bid Withdrawn,Pranksy,,397,"May 22, 2020",778
8200,3,Bid ,TokenAng…,,621,"May 22, 2020",778
8201,4,Bid Withdrawn,TokenAng…,,624,"May 23, 2020",778
8202,5,Bid ,0xb70c1a,,"65,548","Apr 22, 2021",778
8203,6,Bid ,0xb70c1a,,"82,680","Apr 22, 2021",778
8204,7,Bid ,anonymou…,,"101,760","Apr 22, 2021",778
8205,8,Bid ,0xb70c1a,,"108,673","Apr 22, 2021",778
8206,9,Bid ,anonymou…,,"120,046","Apr 22, 2021",778
8207,10,Bid Withdrawn,anonymou…,,"109,649","Apr 23, 2021",778
8208,11,Bid ,anonymou…,,"120,486","Apr 26, 2021",778
8209,12,Bid Withdrawn,anonymou…,,"120,887","Apr 26, 2021",778
8210,0,Claimed,,0xc352b5,,"Jun 23, 2017",779
8211,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",779
8212,2,Bid ,trashbag…,,"19,579","Oct 16, 2021",779
8213,3,Bid Withdrawn,trashbag…,,"21,399","Nov 25, 2021",779
8214,0,Claimed,,0xc352b5,,"Jun 23, 2017",780
8215,1,Bid ,0x7760e0,,14,"Jul 02, 2017",780
8216,2,Bid ,0xd27e3f,,148,"Aug 08, 2017",780
8217,3,Bid Withdrawn,0xd27e3f,,155,"Aug 11, 2017",780
8218,4,Bid ,Carlini8,,264,"Jan 01, 2020",780
8219,5,Bid Withdrawn,Carlini8,,255,"Jan 03, 2020",780
8220,6,Bid ,0xf8c0c9,,"2,923","May 01, 2021",780
8221,0,Claimed,,0xc352b5,,"Jun 23, 2017",781
8222,1,Bid ,0x717403,,13,"Jun 26, 2017",781
8223,2,Bid Withdrawn,0x717403,,16,"Jun 28, 2017",781
8224,0,Claimed,,0xc352b5,,"Jun 23, 2017",782
8225,1,Bid ,Pranksy,,66,"Jan 01, 2020",782
8226,2,Bid Withdrawn,Pranksy,,65,"Jan 02, 2020",782
8227,3,Bid ,0x09d408,,"14,898","Jan 31, 2021",782
8228,4,Bid Withdrawn,0x09d408,,"16,336","Feb 02, 2021",782
8229,5,Transfer,0xc352b5,Pranksy,,"Feb 18, 2021",782
8230,6,Offered,,,"57,015","Feb 18, 2021",782
8231,7,Sold ,Pranksy,0xeb725f,"59,168","Feb 21, 2021",782
8232,8,Offered,,,"94,621","Feb 22, 2021",782
8233,9,Offered,,,"94,621","Feb 22, 2021",782
8234,10,Offer Withdrawn,,,,"Feb 22, 2021",782
8235,11,Transfer,0xeb725f,0x691b87,,"Feb 22, 2021",782
8236,12,Offered,,,"74,212","Mar 01, 2021",782
8237,13,Transfer,0x691b87,Harvey-B…,,"Mar 15, 2021",782
8238,14,Offered,,,"176,152","Mar 18, 2021",782
8239,15,Bid ,beautifu…,,"83,294","Mar 24, 2021",782
8240,16,Bid Withdrawn,beautifu…,,"81,886","Mar 25, 2021",782
8241,17,Transfer,Harvey-B…,0x270ea7,,"Mar 27, 2021",782
8242,18,(Wrap),0x270ea7,WrappedC…,,"Mar 27, 2021",782
8243,19,(Unwrap),WrappedC…,Harvey-B…,,"Mar 29, 2021",782
8244,20,Offered,,,"181,996","Mar 30, 2021",782
8245,21,Offered,,,"144,537","Apr 11, 2021",782
8246,22,Offered,,,"144,370","Apr 24, 2021",782
8247,23,Offered,,,"170,266","May 01, 2021",782
8248,24,Offered,,,<0.01,"May 13, 2021",782
8249,25,Offered,,,"71,336","Jun 11, 2021",782
8250,26,Bid ,0xef6d69,,"46,012","Jun 28, 2021",782
8251,27,Sold ,Harvey-B…,0xeec5cb,"60,401","Jun 28, 2021",782
8252,28,Bid Withdrawn,0xef6d69,,"46,763","Jun 28, 2021",782
8253,29,Offered,,,"85,027","Jul 17, 2021",782
8254,30,Offered,,,"85,598","Jul 17, 2021",782
8255,31,Offered,,,"85,598","Jul 17, 2021",782
8256,32,Offered,,,"123,226","Jul 31, 2021",782
8257,33,Bid ,0x65b1b9,,"107,447","Jul 31, 2021",782
8258,34,Sold ,0xeec5cb,0x65b1b9,"126,646","Jul 31, 2021",782
8259,35,Offered,,,"295,257","Aug 01, 2021",782
8260,36,Bid ,laggy.et…,,"209,128","Aug 05, 2021",782
8261,37,Offered,,,"282,039","Aug 05, 2021",782
8262,38,Bid Withdrawn,laggy.et…,,"209,902","Aug 06, 2021",782
8263,39,Bid ,laggy.et…,,"229,493","Aug 06, 2021",782
8264,40,Offered,,,"277,636","Aug 06, 2021",782
8265,41,Bid Withdrawn,laggy.et…,,"227,320","Aug 06, 2021",782
8266,42,Sold ,0x65b1b9,laggy.et…,"277,165","Aug 06, 2021",782
8267,0,Claimed,,0xc352b5,,"Jun 23, 2017",783
8268,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",783
8269,0,Claimed,,0xc352b5,,"Jun 23, 2017",784
8270,1,Bid ,0x717403,,14,"Jun 25, 2017",784
8271,2,Bid Withdrawn,0x717403,,15,"Jun 29, 2017",784
8272,3,Bid ,Pranksy,,79,"Jan 01, 2020",784
8273,4,Bid Withdrawn,Pranksy,,78,"Jan 02, 2020",784
8274,5,Bid ,NFTinTin,,73,"Jan 02, 2020",784
8275,6,Bid Withdrawn,NFTinTin,,76,"Jan 03, 2020",784
8276,7,Bid ,Novo311,,105,"Apr 29, 2020",784
8277,8,Bid Withdrawn,Novo311,,100,"May 05, 2020",784
8278,9,Bid ,Michel_M…,,797,"Jul 25, 2020",784
8279,10,Bid Withdrawn,Michel_M…,,881,"Jul 26, 2020",784
8280,11,Bid ,Deeze,,"38,110","Feb 17, 2021",784
8281,12,Bid Withdrawn,Deeze,,"39,946","Feb 18, 2021",784
8282,13,Transfer,0xc352b5,0xfeeb2d,,"Apr 12, 2021",784
8283,14,Offered,,,"129,925","Apr 12, 2021",784
8284,15,Bid ,TokenAng…,,"90,484","Apr 13, 2021",784
8285,16,Bid ,0x0e9aed,,"119,575","Apr 13, 2021",784
8286,17,Offered,,,"128,786","Apr 13, 2021",784
8287,18,Sold ,0xfeeb2d,0x0e9aed,"128,786","Apr 13, 2021",784
8288,19,Offered,,,"190,012","Apr 14, 2021",784
8289,20,Offered,,,"167,612","Apr 22, 2021",784
8290,21,Offered,,,"197,782","Apr 27, 2021",784
8291,22,Bid ,TokenAng…,,"116,834","Jul 17, 2021",784
8292,23,Bid ,0xb16386,,"120,709","Jul 17, 2021",784
8293,24,Bid Withdrawn,0xb16386,,"122,395","Jul 17, 2021",784
8294,25,Bid ,TokenAng…,,"118,017","Jul 17, 2021",784
8295,26,Bid Withdrawn,TokenAng…,,"121,281","Jul 22, 2021",784
8296,27,Offered,,,"185,363","Jul 28, 2021",784
8297,28,Offered,,,"219,740","Jul 30, 2021",784
8298,29,Sold ,0x0e9aed,official…,"221,114","Jul 31, 2021",784
8299,30,Offered,,,"530,588","Aug 02, 2021",784
8300,31,Offer Withdrawn,,,,"Aug 02, 2021",784
8301,32,Offered,,,"397,941","Aug 02, 2021",784
8302,33,Sold ,official…,punkify.…,"396,240","Aug 05, 2021",784
8303,34,Bid ,0x414771,,"554,647","Aug 20, 2021",784
8304,35,Bid Withdrawn,0x414771,,"558,662","Aug 21, 2021",784
8305,36,Bid ,0x414771,,"591,525","Aug 21, 2021",784
8306,37,Bid Withdrawn,0x414771,,"573,694","Aug 22, 2021",784
8307,38,Bid ,0x414771,,"829,812","Aug 23, 2021",784
8308,39,Bid ,0x414771,,"829,812","Aug 23, 2021",784
8309,40,Bid Withdrawn,0x414771,,"831,162","Aug 23, 2021",784
8310,41,Offered,,,2.17M,"Aug 23, 2021",784
8311,42,Offered,,,2.38M,"Nov 09, 2021",784
8312,0,Claimed,,0xc352b5,,"Jun 23, 2017",785
8313,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",785
8314,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",785
8315,3,Transfer,0x2cbee4,0xbf91e1,,"Mar 07, 2021",785
8316,4,Transfer,0xbf91e1,0xd771b0,,"Jun 12, 2021",785
8317,0,Claimed,,0xc352b5,,"Jun 23, 2017",786
8318,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",786
8319,0,Claimed,,0xc352b5,,"Jun 23, 2017",787
8320,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",787
8321,0,Claimed,,0xc352b5,,"Jun 23, 2017",788
8322,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",788
8323,0,Claimed,,0xc352b5,,"Jun 23, 2017",789
8324,1,Bid ,0x6611fe,,59,"Jul 05, 2017",789
8325,2,Bid ,0x717403,,59,"Jul 05, 2017",789
8326,3,Bid ,0x6611fe,,66,"Jul 06, 2017",789
8327,4,Bid ,0x717403,,66,"Jul 06, 2017",789
8328,0,Claimed,,0xc352b5,,"Jun 23, 2017",790
8329,0,Claimed,,0xc352b5,,"Jun 23, 2017",791
8330,1,Transfer,0xc352b5,0x4d8e16,,"Mar 19, 2021",791
8331,0,Claimed,,0xc352b5,,"Jun 23, 2017",792
8332,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",792
8333,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",792
8334,3,Transfer,0x2cbee4,honza.et…,,"Mar 06, 2021",792
8335,4,Transfer,honza.et…,0x4392ce,,"Aug 26, 2021",792
8336,5,Transfer,0x4392ce,0x2f2087,,"Sep 06, 2021",792
8337,0,Claimed,,0xc352b5,,"Jun 23, 2017",793
8338,1,Transfer,0xc352b5,0xfeeb2d,,"Apr 12, 2021",793
8339,2,Offered,,,"327,779","Aug 23, 2021",793
8340,3,Sold ,0xfeeb2d,clerkcli…,"325,502","Aug 24, 2021",793
8341,4,Offered,,,"650,794","Aug 28, 2021",793
8342,5,Offered,,,"471,415","Sep 09, 2021",793
8343,6,Offered,,,"410,769","Sep 14, 2021",793
8344,7,Bid ,spritzlo…,,"345,554","Sep 15, 2021",793
8345,8,Bid ,0x190378,,"361,368","Sep 15, 2021",793
8346,9,Bid ,spritzlo…,,"371,476","Sep 15, 2021",793
8347,10,Bid Withdrawn,spritzlo…,,"376,179","Sep 16, 2021",793
8348,11,Sold ,clerkcli…,spritzlo…,"447,832","Sep 16, 2021",793
8349,12,Offered,,,"609,052","Sep 16, 2021",793
8350,13,Offered,,,"522,667","Sep 18, 2021",793
8351,14,Offered,,,"424,241","Sep 21, 2021",793
8352,15,Offered,,,"504,926","Sep 23, 2021",793
8353,16,Offered,,,"468,277","Sep 27, 2021",793
8354,17,Offered,,,"477,333","Sep 29, 2021",793
8355,18,Offered,,,"611,426","Oct 02, 2021",793
8356,19,Offered,,,"577,929","Oct 07, 2021",793
8357,20,Offered,,,"560,928","Oct 08, 2021",793
8358,21,Bid ,0x2891a4,,"507,175","Oct 08, 2021",793
8359,22,Bid ,0x0dc1c0,,"530,644","Oct 08, 2021",793
8360,23,Offered,,,"544,344","Oct 08, 2021",793
8361,24,Bid Withdrawn,0x0dc1c0,,"505,503","Oct 11, 2021",793
8362,25,Offered,,,"507,446","Oct 12, 2021",793
8363,26,Bid ,0x2891a4,,"453,883","Oct 12, 2021",793
8364,27,Offered,,,"494,525","Oct 12, 2021",793
8365,28,Bid Withdrawn,0x2891a4,,"456,596","Oct 13, 2021",793
8366,29,Offered,,,"531,624","Oct 14, 2021",793
8367,30,Bid ,0x2891a4,,"503,378","Oct 15, 2021",793
8368,31,Offered,,,"518,632","Oct 15, 2021",793
8369,32,Bid Withdrawn,0x2891a4,,"497,886","Oct 15, 2021",793
8370,33,Offered,,,"508,890","Oct 15, 2021",793
8371,34,Offer Withdrawn,,,,"Oct 15, 2021",793
8372,35,Offered,,0x5aa688,"516,486","Oct 15, 2021",793
8373,36,Sold ,spritzlo…,0x5aa688,"522,859","Oct 16, 2021",793
8374,37,Offered,,,"602,447","Oct 20, 2021",793
8375,38,Offer Withdrawn,,,,"Oct 21, 2021",793
8376,39,Offered,,,"628,859","Oct 24, 2021",793
8377,40,Offered,,,"607,163","Oct 25, 2021",793
8378,41,Offered,,,"581,666","Oct 26, 2021",793
8379,42,Offer Withdrawn,,,,"Oct 27, 2021",793
8380,43,Offered,,,"621,277","Oct 29, 2021",793
8381,44,Offered,,,"583,158","Oct 31, 2021",793
8382,45,Offer Withdrawn,,,,"Oct 31, 2021",793
8383,46,Offered,,,"538,753","Oct 31, 2021",793
8384,47,Bid ,vault.pu…,,"513,300","Oct 31, 2021",793
8385,48,Offer Withdrawn,,,,"Oct 31, 2021",793
8386,49,Bid Withdrawn,vault.pu…,,"527,608","Nov 02, 2021",793
8387,50,Offered,,,"632,170","Nov 04, 2021",793
8388,51,Offered,,,"585,956","Nov 08, 2021",793
8389,52,Offer Withdrawn,,,,"Nov 08, 2021",793
8390,53,Offered,,,"562,500","Nov 08, 2021",793
8391,54,Offered,,,"543,592","Nov 08, 2021",793
8392,55,Offered,,,"525,505","Nov 08, 2021",793
8393,56,Offer Withdrawn,,,,"Nov 08, 2021",793
8394,57,Offered,,,"553,833","Nov 09, 2021",793
8395,58,Offer Withdrawn,,,,"Nov 10, 2021",793
8396,59,Transfer,0x5aa688,0xac7ebc,,"Nov 15, 2021",793
8397,60,Offered,,,"602,687","Nov 20, 2021",793
8398,61,Offered,,,"539,929","Nov 21, 2021",793
8399,62,Offered,,,"503,509","Nov 21, 2021",793
8400,63,Bid ,vault.pu…,,"468,482","Nov 21, 2021",793
8401,64,Offered,,,"484,675","Nov 21, 2021",793
8402,65,Sold ,0xac7ebc,punksotc…,"484,675","Nov 21, 2021",793
8403,66,Bid Withdrawn,vault.pu…,,"467,209","Nov 21, 2021",793
8404,67,Transfer,punksotc…,vault.pu…,,"Nov 21, 2021",793
8405,68,Offered,,,"536,854","Nov 21, 2021",793
8406,69,Offered,,,"500,765","Nov 22, 2021",793
8407,70,Offered,,,"490,577","Nov 24, 2021",793
8408,71,Offered,,,"463,235","Nov 26, 2021",793
8409,0,Claimed,,0xc352b5,,"Jun 23, 2017",794
8410,1,Transfer,0xc352b5,0xfeeb2d,,"Apr 21, 2021",794
8411,2,Offered,,,"301,021","Aug 23, 2021",794
8412,3,Sold ,0xfeeb2d,shilpixe…,"290,304","Aug 25, 2021",794
8413,4,Offered,,,"341,161","Aug 26, 2021",794
8414,5,Offered,,,"395,070","Aug 27, 2021",794
8415,6,Sold ,shilpixe…,0x8c9ee6,"395,430","Aug 28, 2021",794
8416,7,Offered,,,"791,422","Aug 29, 2021",794
8417,8,Offered,,,"448,074","Aug 29, 2021",794
8418,9,Sold ,0x8c9ee6,9x9x9.et…,"450,673","Aug 29, 2021",794
8419,10,Transfer,9x9x9.et…,0xd9fab8,,"Aug 29, 2021",794
8420,11,Transfer,0xd9fab8,9x9x9.et…,,"Oct 15, 2021",794
8421,0,Claimed,,0xc352b5,,"Jun 23, 2017",795
8422,1,Transfer,0xc352b5,0x39edb9,,"Jul 16, 2019",795
8423,2,Bid ,0xc7c6b9,,<0.01,"Dec 16, 2020",795
8424,3,Bid ,0x7608af,,52,"Aug 02, 2021",795
8425,4,Bid ,0xc0da8f,,677,"Nov 04, 2021",795
8426,5,Bid ,0xf1a499,,903,"Nov 04, 2021",795
8427,0,Claimed,,0xc352b5,,"Jun 23, 2017",796
8428,1,Transfer,0xc352b5,0x4d8e16,,"Mar 19, 2021",796
8429,0,Claimed,,0xc352b5,,"Jun 23, 2017",797
8430,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",797
8431,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",797
8432,3,Transfer,0x2cbee4,0xae7721,,"Mar 06, 2021",797
8433,4,Offered,,,"89,774","Aug 03, 2021",797
8434,5,Sold ,0xae7721,0x2f6714,"89,988","Aug 03, 2021",797
8435,6,Offered,,,"396,931","Aug 04, 2021",797
8436,7,Offered,,,"350,394","Aug 06, 2021",797
8437,8,Offered,,,"235,808","Aug 08, 2021",797
8438,9,Offered,,,"188,778","Aug 08, 2021",797
8439,10,Offered,,,"151,022","Aug 08, 2021",797
8440,11,Sold ,0x2f6714,0xffe678,"151,022","Aug 08, 2021",797
8441,12,Offered,,,"152,276","Aug 08, 2021",797
8442,13,Offer Withdrawn,,,,"Aug 08, 2021",797
8443,14,Offered,,,"131,646","Aug 09, 2021",797
8444,15,Bid ,0x273887,,"109,731","Aug 09, 2021",797
8445,16,Offer Withdrawn,,,,"Aug 09, 2021",797
8446,17,Bid ,0xd54e6e,,"114,048","Aug 09, 2021",797
8447,18,Bid Withdrawn,0xd54e6e,,"113,158","Aug 10, 2021",797
8448,19,Offered,,,"163,875","Aug 21, 2021",797
8449,20,Sold ,0xffe678,laggy.et…,"163,875","Aug 21, 2021",797
8450,21,Offered,,,"176,627","Aug 21, 2021",797
8451,22,Offered,,,"186,599","Aug 21, 2021",797
8452,23,Bid ,mahoroba…,,"179,571","Aug 22, 2021",797
8453,24,Sold ,laggy.et…,mahoroba…,"175,427","Aug 22, 2021",797
8454,25,Offered,,,"182,091","Aug 22, 2021",797
8455,26,Sold ,mahoroba…,0x7e1377,"192,783","Aug 23, 2021",797
8456,0,Claimed,,0xc352b5,,"Jun 23, 2017",798
8457,1,Bid ,0x6611fe,,66,"Jul 05, 2017",798
8458,0,Claimed,,0xc352b5,,"Jun 23, 2017",799
8459,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",799
8460,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",799
8461,3,Transfer,0x2cbee4,0xc06dbd,,"Mar 07, 2021",799
8462,0,Claimed,,0xc352b5,,"Jun 23, 2017",800
8463,1,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",800
8464,2,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",800
8465,3,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",800
8466,4,Bid ,runhot99…,,"48,901","Apr 06, 2021",800
8467,5,Bid Withdrawn,runhot99…,,"45,772","Apr 08, 2021",800
8468,6,(Unwrap),WrappedC…,0xe34bde,,"Oct 21, 2021",800
8469,7,Transfer,0xe34bde,0x321c09,,"Oct 24, 2021",800
